iter,acc,nmi,ari,L
10500,0.21357999999999999,0.056610000000000001,0.020469999999999999,0.25091
10640,0.20208000000000001,0.055539999999999999,0.022239999999999999,0.24988
10780,0.16075,0.054550000000000001,0.018939999999999999,0.25629
10920,0.19980000000000001,0.055570000000000001,0.021669999999999998,0.27522
11060,0.20479,0.055379999999999999,0.023529999999999999,0.25556
11200,0.21890000000000001,0.055649999999999998,0.023709999999999998,0.25613
11340,0.17399000000000001,0.053659999999999999,0.020729999999999998,0.28519
11480,0.19102,0.054679999999999999,0.02094,0.29987
11620,0.19220999999999999,0.054940000000000003,0.019189999999999999,0.28002
11760,0.19719999999999999,0.055910000000000001,0.018249999999999999,0.24979
11900,0.18862999999999999,0.055539999999999999,0.022509999999999999,0.25973
12040,0.13700000000000001,0.055010000000000003,0.012659999999999999,0.27599
12180,0.13342000000000001,0.055629999999999999,0.018579999999999999,0.25333
12320,0.16758999999999999,0.055190000000000003,0.023630000000000002,0.25342
12460,0.18082000000000001,0.054530000000000002,0.018780000000000002,0.25524
12600,0.20111000000000001,0.055140000000000002,0.025190000000000001,0.27316
12740,0.18429000000000001,0.055500000000000001,0.016469999999999999,0.27738
12880,0.20859,0.056079999999999998,0.021860000000000001,0.26431
13020,0.21390999999999999,0.055649999999999998,0.024250000000000001,0.26842
13160,0.19991,0.057520000000000002,0.01423,0.27159
13300,0.18146999999999999,0.057099999999999998,0.022630000000000001,0.31523
13440,0.16878000000000001,0.056840000000000002,0.014120000000000001,0.28128
13580,0.17746000000000001,0.055690000000000003,0.021409999999999998,0.28396
13720,0.21185000000000001,0.05672,0.026429999999999999,0.28759
13860,0.18299000000000001,0.057009999999999998,0.024049999999999998,0.27607
14000,0.21759000000000001,0.056099999999999997,0.021389999999999999,0.28591
14140,0.20512,0.058160000000000003,0.024500000000000001,0.29713
14280,0.2087,0.05697,0.023400000000000001,0.28462
14420,0.19914999999999999,0.057930000000000002,0.023939999999999999,0.25963
14560,0.24016000000000001,0.057020000000000001,0.017639999999999999,0.23936
14700,0.23516999999999999,0.056390000000000003,0.023230000000000001,0.31695
14840,0.16574,0.055660000000000001,0.018679999999999999,0.24922
14980,0.24146000000000001,0.056500000000000002,0.021420000000000002,0.25963
15120,0.23386000000000001,0.056070000000000002,0.020500000000000001,0.2672
15260,0.24471000000000001,0.05586,0.01908,0.28202
15400,0.19145000000000001,0.058189999999999999,0.014319999999999999,0.34665
15540,0.17008000000000001,0.057689999999999998,0.018089999999999998,0.24736
15680,0.22996,0.058470000000000001,0.020209999999999999,0.23258
15820,0.20512,0.057140000000000003,0.025260000000000001,0.25498
15960,0.24493000000000001,0.059040000000000002,0.030720000000000001,0.25519
16100,0.21163000000000001,0.057630000000000001,0.022610000000000002,0.24229
16240,0.24232999999999999,0.058340000000000003,0.026610000000000002,0.24631
16380,0.24048,0.058900000000000001,0.024629999999999999,0.24905
16520,0.21834999999999999,0.057439999999999998,0.026100000000000002,0.25697
16660,0.24557999999999999,0.057340000000000002,0.025780000000000001,0.25684
16800,0.24786,0.059409999999999998,0.032129999999999999,0.29888
16940,0.24623,0.058819999999999997,0.02215,0.28546
17080,0.24579999999999999,0.058869999999999999,0.030710000000000001,0.2473
17220,0.24687999999999999,0.059650000000000002,0.033210000000000003,0.25283
17360,0.24525,0.059020000000000003,0.030589999999999999,0.23923
17500,0.24698999999999999,0.058700000000000002,0.031419999999999997,0.24848
17640,0.24601000000000001,0.058369999999999998,0.028170000000000001,0.23483
17780,0.24525,0.060420000000000001,0.025739999999999999,0.24987
17920,0.24612000000000001,0.059209999999999999,0.02751,0.40387
18060,0.25046000000000002,0.059859999999999997,0.031480000000000001,0.31158
18200,0.24970000000000001,0.060389999999999999,0.031489999999999997,0.31698
18340,0.24557999999999999,0.058959999999999999,0.03175,0.29137
18480,0.24601000000000001,0.058819999999999997,0.030870000000000002,0.25607
18620,0.24504000000000001,0.05994,0.023990000000000001,0.30876
18760,0.24634,0.058540000000000002,0.025219999999999999,0.24756
18900,0.24645,0.058369999999999998,0.03193,0.23362
19040,0.24687999999999999,0.058090000000000003,0.031050000000000001,0.2444
19180,0.24590999999999999,0.058840000000000003,0.03082,0.22362
19320,0.24873000000000001,0.059229999999999998,0.031449999999999999,0.24779
19460,0.25035000000000002,0.063210000000000002,0.031199999999999999,0.29425
19600,0.24840000000000001,0.059569999999999998,0.021569999999999999,0.29692
19740,0.24687999999999999,0.058939999999999999,0.023519999999999999,0.25326
19880,0.24590999999999999,0.059209999999999999,0.027380000000000002,0.26566
